date,strike,option_type,mid_iv,forward,underlying_price,tau_years,rate
2026-06-01,81.76268776608467,call,0.2821363265294829,100.24811278741811,100.00123016092391,0.0821917808219178,0.03
2026-06-01,82.60022147554926,call,0.2766713013445428,100.24811278741811,100.00123016092391,0.0821917808219178,0.03
2026-06-01,83.44633443715998,call,0.2711462039315985,100.24811278741811,100.00123016092391,0.0821917808219178,0.03
2026-06-01,84.30111453223616,call,0.2655637050077817,100.24811278741811,100.00123016092391,0.0821917808219178,0.03
2026-06-01,85.16465054230687,call,0.2599276751250918,100.24811278741811,100.00123016092391,0.0821917808219178,0.03
2026-06-01,86.03703215833225,call,0.25424349432699433,100.24811278741811,100.00123016092391,0.0821917808219178,0.03
2026-06-01,86.91834999001907,call,0.2485184303128405,100.24811278741811,100.00123016092391,0.0821917808219178,0.03
2026-06-01,87.80869557523208,call,0.2427620943389685,100.24811278741811,100.00123016092391,0.0821917808219178,0.03
2026-06-01,88.70816138950141,call,0.23698698086341133,100.24811278741811,100.00123016092391,0.0821917808219178,0.03
2026-06-01,89.61684085562767,call,0.23120908972419574,100.24811278741811,100.00123016092391,0.0821917808219178,0.03
2026-06-01,90.53482835338512,call,0.22544861615143688,100.24811278741811,100.00123016092391,0.0821917808219178,0.03
2026-06-01,91.46221922932455,call,0.21973067137459373,100.24811278741811,100.00123016092391,0.0821917808219178,0.03
2026-06-01,92.39910980667632,call,0.21408596239136604,100.24811278741811,100.00123016092391,0.0821917808219178,0.03
2026-06-01,93.34559739535504,call,0.2085513128321321,100.24811278741811,100.00123016092391,0.0821917808219178,0.03
2026-06-01,94.30178030206655,call,0.20316985191650755,100.24811278741811,100.00123016092391,0.0821917808219178,0.03
2026-06-01,95.26775784051858,call,0.19799064867430463,100.24811278741811,100.00123016092391,0.0821917808219178,0.03
2026-06-01,96.24363034173595,call,0.1930675503449084,100.24811278741811,100.00123016092391,0.0821917808219178,0.03
2026-06-01,97.22949916448141,call,0.18845703494396218,100.24811278741811,100.00123016092391,0.0821917808219178,0.03
2026-06-01,98.22546670578319,call,0.1842150433400366,100.24811278741811,100.00123016092391,0.0821917808219178,0.03
2026-06-01,99.23163641157055,call,0.18039301858846704,100.24811278741811,100.00123016092391,0.0821917808219178,0.03
2026-06-01,100.24811278741811,call,0.1770336883289615,100.24811278741811,100.00123016092391,0.0821917808219178,0.03
2026-06-01,101.27500140940026,call,0.17416735167835987,100.24811278741811,100.00123016092391,0.0821917808219178,0.03
2026-06-01,102.31240893505687,call,0.17180943646840763,100.24811278741811,100.00123016092391,0.0821917808219178,0.03
2026-06-01,103.36044311447117,call,0.16995982278799154,100.24811278741811,100.00123016092391,0.0821917808219178,0.03
2026-06-01,104.41921280146128,call,0.1686039771609144,100.24811278741811,100.00123016092391,0.0821917808219178,0.03
2026-06-01,105.48882796488617,call,0.16771550251878106,100.24811278741811,100.00123016092391,0.0821917808219178,0.03
2026-06-01,106.56939970006772,call,0.16725945597081462,100.24811278741811,100.00123016092391,0.0821917808219178,0.03
2026-06-01,107.66104024032936,call,0.16719577475294534,100.24811278741811,100.00123016092391,0.0821917808219178,0.03
2026-06-01,108.7638629686534,call,0.16748231657432447,100.24811278741811,100.00123016092391,0.0821917808219178,0.03
2026-06-01,109.87798242945738,call,0.16807725036350651,100.24811278741811,100.00123016092391,0.0821917808219178,0.03
2026-06-01,111.00351434049128,call,0.16894073505588333,100.24811278741811,100.00123016092391,0.0821917808219178,0.03
2026-06-01,112.14057560485644,call,0.1700359557098696,100.24811278741811,100.00123016092391,0.0821917808219178,0.03
2026-06-01,113.28928432314773,call,0.17132964774093065,100.24811278741811,100.00123016092391,0.0821917808219178,0.03
2026-06-01,114.44975980572002,call,0.1727922512913134,100.24811278741811,100.00123016092391,0.0821917808219178,0.03
2026-06-01,115.62212258508035,call,0.17439782129428885,100.24811278741811,100.00123016092391,0.0821917808219178,0.03
2026-06-01,116.8064944284069,call,0.17612379174559595,100.24811278741811,100.00123016092391,0.0821917808219178,0.03
2026-06-01,118.0029983501965,call,0.17795066518023864,100.24811278741811,100.00123016092391,0.0821917808219178,0.03
2026-06-01,119.21175862504136,call,0.17986167502973116,100.24811278741811,100.00123016092391,0.0821917808219178,0.03
2026-06-01,120.43290080053676,call,0.18184245071617505,100.24811278741811,100.00123016092391,0.0821917808219178,0.03
2026-06-01,121.66655171032126,call,0.1838807026658029,100.24811278741811,100.00123016092391,0.0821917808219178,0.03
2026-06-01,122.91283948724998,call,0.18596593590821564,100.24811278741811,100.00123016092391,0.0821917808219178,0.03
