date,k,strike,forward,tau_years,fitted_iv
2026-06-01,-0.20382724117993367,81.76268776608467,100.24811278741811,0.0821917808219178,0.28213633147379824
2026-06-01,-0.1970329998072692,82.320094636218,100.24811278741811,0.0821917808219178,0.2784997574126413
2026-06-01,-0.19023875843460475,82.88130155778506,100.24811278741811,0.0821917808219178,0.27483616958643897
2026-06-01,-0.18344451706194032,83.44633443715998,100.24811278741811,0.0821917808219178,0.2711462058336156
2026-06-01,-0.17665027568927585,84.01521935733025,100.24811278741811,0.0821917808219178,0.26743070580520584
2026-06-01,-0.1698560343166114,84.58798257910095,100.24811278741811,0.0821917808219178,0.26369074509009366
2026-06-01,-0.16306179294394693,85.16465054230687,100.24811278741811,0.0821917808219178,0.2599276744620943
2026-06-01,-0.15626755157128247,85.74524986703307,100.24811278741811,0.0821917808219178,0.2561431648497819
2026-06-01,-0.149473310198618,86.32980735484365,100.24811278741811,0.0821917808219178,0.25233925862296686
2026-06-01,-0.14267906882595355,86.91834999001907,100.24811278741811,0.0821917808219178,0.24851842773979282
2026-06-01,-0.13588482745328911,87.51090494080172,100.24811278741811,0.0821917808219178,0.24468363918440564
2026-06-01,-0.12909058608062463,88.1074995606501,100.24811278741811,0.0821917808219178,0.24083842791906138
2026-06-01,-0.12229634470796019,88.70816138950141,100.24811278741811,0.0821917808219178,0.23698697724061585
2026-06-01,-0.11550210333529573,89.31291815504301,100.24811278741811,0.0821917808219178,0.2331342059258265
2026-06-01,-0.10870786196263127,89.92179777399222,100.24811278741811,0.0821917808219178,0.22928586082238134
2026-06-01,-0.10191362058996682,90.53482835338512,100.24811278741811,0.0821917808219178,0.22544861254008475
2026-06-01,-0.09511937921730236,91.15203819187397,100.24811278741811,0.0821917808219178,0.2216301505722234
2026-06-01,-0.0883251378446379,91.77345578103353,100.24811278741811,0.0821917808219178,0.21783927250493748
2026-06-01,-0.08153089647197345,92.39910980667632,100.24811278741811,0.0821917808219178,0.21408595997117788
2026-06-01,-0.07473665509930899,93.02902915017678,100.24811278741811,0.0821917808219178,0.21038143177171237
2026-06-01,-0.06794241372664453,93.66324288980452,100.24811278741811,0.0821917808219178,0.20673816233216852
2026-06-01,-0.06114817235398007,94.30178030206655,100.24811278741811,0.0821917808219178,0.20316985176240326
2026-06-01,-0.05435393098131561,94.94467086305885,100.24811278741811,0.0821917808219178,0.19969133278149395
2026-06-01,-0.04755968960865117,95.59194424982695,100.24811278741811,0.0821917808219178,0.19631840037522238
2026-06-01,-0.04076544823598671,96.24363034173597,100.24811278741811,0.0821917808219178,0.1930675530318465
2026-06-01,-0.03397120686332225,96.89975922184978,100.24811278741811,0.0821917808219178,0.1899556403904495
2026-06-01,-0.02717696549065779,97.56036117831982,100.24811278741811,0.0821917808219178,0.18699942134170724
2026-06-01,-0.02038272411799333,98.22546670578319,100.24811278741811,0.0821917808219178,0.18421504849838433
2026-06-01,-0.013588482745328867,98.89510650677036,100.24811278741811,0.0821917808219178,0.18161750797765805
2026-06-01,-0.0067942413726644335,99.56931149312243,100.24811278741811,0.0821917808219178,0.17922005515304842
2026-06-01,2.7755575615628914e-17,100.24811278741811,100.24811278741811,0.0821917808219178,0.17703369450766562
2026-06-01,0.006794241372664489,100.93154172441041,100.24811278741811,0.0821917808219178,0.17506675238255204
2026-06-01,0.01358848274532895,101.61962985247305,100.24811278741811,0.0821917808219178,0.17332458402305329
2026-06-01,0.02038272411799341,102.31240893505687,100.24811278741811,0.0821917808219178,0.17180944164119646
2026-06-01,0.027176965490657873,103.00991095215602,100.24811278741811,0.0821917808219178,0.1705205109856732
2026-06-01,0.033971206863322334,103.71216810178424,100.24811278741811,0.0821917808219178,0.16945410411645526
2026-06-01,0.04076544823598677,104.41921280146128,100.24811278741811,0.0821917808219178,0.168603979669776
2026-06-01,0.04755968960865126,105.13107768970913,100.24811278741811,0.0821917808219178,0.16796175162856697
2026-06-01,0.05435393098131569,105.84779562755894,100.24811278741811,0.0821917808219178,0.1675173444185113
2026-06-01,0.061148172353980124,106.56939970006772,100.24811278741811,0.0821917808219178,0.1672594552227451
2026-06-01,0.06794241372664461,107.29592321784575,100.24811278741811,0.0821917808219178,0.16717599180708137
2026-06-01,0.07473665509930905,108.02739971859424,100.24811278741811,0.0821917808219178,0.16725446358152712
2026-06-01,0.08153089647197354,108.7638629686534,100.24811278741811,0.0821917808219178,0.16748231309550948
2026-06-01,0.08832513784463797,109.50534696456133,100.24811278741811,0.0821917808219178,0.16784718331459092
2026-06-01,0.09511937921730246,110.25188593462317,100.24811278741811,0.0821917808219178,0.16833712218991903
2026-06-01,0.10191362058996689,111.0035143404913,100.24811278741811,0.0821917808219178,0.16894073010339467
2026-06-01,0.10870786196263132,111.76026687875604,100.24811278741811,0.0821917808219178,0.16964725800334704
2026-06-01,0.11550210333529581,112.52217848254746,100.24811278741811,0.0821917808219178,0.17044666485399193
2026-06-01,0.12229634470796025,113.28928432314775,100.24811278741811,0.0821917808219178,0.17132964284925176
2026-06-01,0.12909058608062474,114.06161981161495,100.24811278741811,0.0821917808219178,0.17228761807482376
2026-06-01,0.13588482745328917,114.83922060041759,100.24811278741811,0.0821917808219178,0.17331273324076488
2026-06-01,0.14267906882595366,115.62212258508036,100.24811278741811,0.0821917808219178,0.17439781795865014
2026-06-01,0.1494733101986181,116.41036190584124,100.24811278741811,0.0821917808219178,0.17553635093322567
2026-06-01,0.15626755157128253,117.20397494931971,100.24811278741811,0.0821917808219178,0.17672241745001668
