date,a,b,rho,m,sigma
2019-07-01 00:00:00+00:00,0.042672949688281295,4.999999998647436,-0.9943507736571051,-0.7663373947236318,0.047361252083316784
2019-07-01 00:30:00+00:00,0.03242352422810892,2.5631574008095743,-0.9872094161941327,-0.7972832920335332,0.08834098449328423
2019-07-01 01:00:00+00:00,0.035851949382145865,4.9959776857849825,-0.9942118942051495,-0.789763145533645,0.05532598598131333
2019-07-01 01:30:00+00:00,0.037881092195573396,4.999999999535113,-0.9943442534314776,-0.7717965858893735,0.052217911221498756
2019-07-01 02:00:00+00:00,0.028674404595624363,4.999999999999999,-0.9935313217715781,-0.8194130423717035,0.0648804224220931
2019-07-01 02:30:00+00:00,0.03135899376841966,4.999999999999999,-0.9938373439275664,-0.8102759252121202,0.06224887276476602
2019-07-01 03:00:00+00:00,0.029312178694024645,4.999986506470618,-0.9945203221299203,-0.8821903344523383,0.07087285512740694
2019-07-01 03:30:00+00:00,0.014482272585040909,4.999999400924966,-0.9925953893887671,-0.9141510385424514,0.08592524705727314
2019-07-01 04:00:00+00:00,0.03097994656126926,4.9997695834575255,-0.9939406299436494,-0.8275040307054795,0.06522359499182569
2019-07-01 04:30:00+00:00,0.0300257944558563,4.9999999999999725,-0.9938416505936516,-0.8361832304157377,0.06655950928657857
2019-07-01 05:00:00+00:00,0.030497807869849767,4.999999999999999,-0.9937377035282585,-0.8345232409088201,0.06403480410966013
2019-07-01 05:30:00+00:00,0.03435924138606474,4.99996883064585,-0.994365284801239,-0.8064577044244376,0.05976964239189084
2019-07-01 06:00:00+00:00,0.03406919048744205,4.999999999999999,-0.9944418219021683,-0.8111423045757937,0.06072417998154578
2019-07-01 06:30:00+00:00,0.03703374971941353,0.7593001000683247,-0.9624901063387119,-0.7320358976908488,0.1378845038529118
2019-07-01 07:00:00+00:00,0.03905666565117818,0.490653436478878,-0.9423367147835005,-0.690180664491752,0.1584263659879778
2019-07-01 07:30:00+00:00,0.03367706712250173,0.7440177204521243,-0.9598205920756525,-0.7440805977285869,0.1521863060541859
2019-07-01 08:00:00+00:00,0.0483772882984084,0.15410560472285859,-0.8351446418237135,-0.5490900009609702,0.19329866055081354
2019-07-01 08:30:00+00:00,0.04152008549111605,0.1439875936053866,-0.7974716540590874,-0.5768709284359178,0.27851458146459696
2019-07-01 09:00:00+00:00,0.048045544577086534,0.1339359561206436,-0.811071334343728,-0.5460190056018361,0.22338044022081616
2019-07-01 09:30:00+00:00,0.05466143368368087,0.1039017279485664,-0.7926695175140323,-0.49638629785779553,0.18014414207382373
2019-07-01 10:00:00+00:00,0.04976423784242536,0.13026833116716297,-0.821711876045931,-0.5486844607684639,0.21479238676702034
2019-07-01 10:30:00+00:00,0.05381655898746977,0.11273111452524495,-0.8179014651952388,-0.5245399840580174,0.1796180307761245
2019-07-01 11:00:00+00:00,0.046813842660643874,0.20596223360425508,-0.8865726361166267,-0.6136756729341308,0.1953699509657343
