extracted_mean,forward,rel_error,passed,date
100.3453762854128,100.24811278741811,0.0009702277209042505,True,2026-06-01
100.40823963510775,100.30842374875887,0.0009950897703156591,True,2026-06-02
100.50258526183121,100.41421887210585,0.0008800186937460991,True,2026-06-03
98.59421549854368,98.52315454385361,0.0007212614640595835,True,2026-06-04
98.74039159926762,98.67771176259073,0.0006351975087109249,True,2026-06-05
97.2467092334153,97.17930189031802,0.0006936388900320203,True,2026-06-08
97.21343996460877,97.14770266307137,0.0006766737630985169,True,2026-06-09
96.04502189528066,95.96484917231032,0.0008354384304442252,True,2026-06-10
95.43678584892717,95.35123326242736,0.000897236287068845,True,2026-06-11
95.26530147631935,95.17139698051338,0.0009866882150022418,True,2026-06-12
95.4600433323292,95.36492333064783,0.0009974317428178637,True,2026-06-15
96.3258306731217,96.22589205052408,0.0010385834879571298,True,2026-06-16
95.8838329736204,95.78123327391684,0.0010711879164276798,True,2026-06-17
95.64486166226389,95.54189256827624,0.0010777376417791726,True,2026-06-18
95.46635857698583,95.35358929054762,0.0011826433307570016,True,2026-06-19
95.43537558472947,95.33057026788192,0.0010993883342252121,True,2026-06-22
94.20794499773766,94.10786327588238,0.00106347884620311,True,2026-06-23
94.35820027524913,94.26237656360175,0.001016563714397002,True,2026-06-24
94.1877000410576,94.09623859528745,0.0009719989569777655,True,2026-06-25
94.23222805122845,94.12944805153738,0.00109190058816442,True,2026-06-26
94.31330488932778,94.21354930201196,0.0010588242142969126,True,2026-06-29
92.30802357729635,92.22934323720952,0.0008530944418033157,True,2026-06-30
92.43233219890415,92.35019778890327,0.0008893799035343815,True,2026-07-01
92.29345037482561,92.20267827853151,0.0009844843771228949,True,2026-07-02
91.73296692728289,91.62722537019428,0.001154040806773174,True,2026-07-03
91.09289816476499,90.99316669562661,0.0010960325127707612,True,2026-07-06
89.84818311387298,89.74736481989792,0.0011233565930027188,True,2026-07-07
91.10730428636391,91.0192832208885,0.0009670595324487914,True,2026-07-08
91.07735276401644,90.99794723535423,0.0008726079112184244,True,2026-07-09
90.08351427426284,89.99502045189796,0.0009833190983292385,True,2026-07-10
89.68967380975258,89.59888614262809,0.0010132678098248608,True,2026-07-13
90.74209920625647,90.6592498958211,0.0009138539148577594,True,2026-07-14
91.62893562359034,91.53967116867693,0.0009751450248157464,True,2026-07-15
91.20662963934227,91.12354895245564,0.0009117367337172061,True,2026-07-16
92.9429938194099,92.85195560594804,0.0009804663010892969,True,2026-07-17
92.93035075801293,92.84043767442515,0.0009684689758044606,True,2026-07-20
92.70191147335595,92.61251326449532,0.00096529297941968,True,2026-07-21
91.18337720793559,91.10288313091277,0.0008835513680412485,True,2026-07-22
90.28195698922649,90.19725745690201,0.0009390477572441649,True,2026-07-23
92.1363977842231,92.04251881710566,0.0010199521734513923,True,2026-07-24
