date,strike,density,forward,tau_years
2026-06-01,82.44852362810408,0.00120855193340592,100.24811278741811,0.0821917808219178
2026-06-01,83.13435949012352,0.001447272561858191,100.24811278741811,0.0821917808219178
2026-06-01,83.82019535214293,0.0017346809088654028,100.24811278741811,0.0821917808219178
2026-06-01,84.50603121416235,0.0021681188563887187,100.24811278741811,0.0821917808219178
2026-06-01,85.19186707618178,0.0028260868134611537,100.24811278741811,0.0821917808219178
2026-06-01,85.8777029382012,0.0031376029907458094,100.24811278741811,0.0821917808219178
2026-06-01,86.56353880022063,0.003783792020800969,100.24811278741811,0.0821917808219178
2026-06-01,87.24937466224004,0.004567514106473008,100.24811278741811,0.0821917808219178
2026-06-01,87.93521052425946,0.005518486184667122,100.24811278741811,0.0821917808219178
2026-06-01,88.62104638627889,0.00667243860024369,100.24811278741811,0.0821917808219178
2026-06-01,89.30688224829831,0.008981205769563188,100.24811278741811,0.0821917808219178
2026-06-01,89.99271811031772,0.010153187526156602,100.24811278741811,0.0821917808219178
2026-06-01,90.67855397233716,0.01221368536047265,100.24811278741811,0.0821917808219178
2026-06-01,91.36438983435657,0.014769290476236456,100.24811278741811,0.0821917808219178
2026-06-01,92.050225696376,0.01782462052859136,100.24811278741811,0.0821917808219178
2026-06-01,92.73606155839542,0.02144893199402895,100.24811278741811,0.0821917808219178
2026-06-01,93.42189742041484,0.025704279286065886,100.24811278741811,0.0821917808219178
2026-06-01,94.10773328243427,0.0306348981499825,100.24811278741811,0.0821917808219178
2026-06-01,94.79356914445368,0.036252727746797234,100.24811278741811,0.0821917808219178
2026-06-01,95.4794050064731,0.042519483191376224,100.24811278741811,0.0821917808219178
2026-06-01,96.16524086849253,0.04932700813213673,100.24811278741811,0.0821917808219178
2026-06-01,96.85107673051195,0.05647944458285513,100.24811278741811,0.0821917808219178
2026-06-01,97.53691259253137,0.06368267461921512,100.24811278741811,0.0821917808219178
2026-06-01,98.2227484545508,0.07201903687679705,100.24811278741811,0.0821917808219178
2026-06-01,98.90858431657021,0.07659808419163108,100.24811278741811,0.0821917808219178
2026-06-01,99.59442017858964,0.08092561374834654,100.24811278741811,0.0821917808219178
2026-06-01,100.28025604060906,0.0838355518269147,100.24811278741811,0.0821917808219178
2026-06-01,100.96609190262848,0.08475489019883588,100.24811278741811,0.0821917808219178
2026-06-01,101.65192776464791,0.08354661276220796,100.24811278741811,0.0821917808219178
2026-06-01,102.33776362666732,0.08026562371378981,100.24811278741811,0.0821917808219178
2026-06-01,103.02359948868676,0.0754347145234073,100.24811278741811,0.0821917808219178
2026-06-01,103.70943535070617,0.07023523522390324,100.24811278741811,0.0821917808219178
2026-06-01,104.39527121272559,0.060961104168386675,100.24811278741811,0.0821917808219178
2026-06-01,105.081107074745,0.052811542204191944,100.24811278741811,0.0821917808219178
2026-06-01,105.76694293676444,0.0447360076320028,100.24811278741811,0.0821917808219178
2026-06-01,106.45277879878385,0.03711849449539764,100.24811278741811,0.0821917808219178
2026-06-01,107.13861466080328,0.030221151158569083,100.24811278741811,0.0821917808219178
2026-06-01,107.8244505228227,0.02418769567025631,100.24811278741811,0.0821917808219178
2026-06-01,108.51028638484212,0.01906246904060315,100.24811278741811,0.0821917808219178
2026-06-01,109.19612224686155,0.014816522970775712,100.24811278741811,0.0821917808219178
2026-06-01,109.88195810888097,0.011373906568531357,100.24811278741811,0.0821917808219178
2026-06-01,110.5677939709004,0.008634012861647961,100.24811278741811,0.0821917808219178
2026-06-01,111.25362983291981,0.006488313986933695,100.24811278741811,0.0821917808219178
2026-06-01,111.93946569493923,0.004831516502545494,100.24811278741811,0.0821917808219178
2026-06-01,112.62530155695865,0.0035680601828092027,100.24811278741811,0.0821917808219178
2026-06-01,113.31113741897808,0.002806942703203766,100.24811278741811,0.0821917808219178
2026-06-01,113.99697328099751,0.0018427668078447488,100.24811278741811,0.0821917808219178
2026-06-01,114.68280914301693,0.0012841665447041325,100.24811278741811,0.0821917808219178
2026-06-01,115.36864500503634,0.0009383950593749468,100.24811278741811,0.0821917808219178
2026-06-01,116.05448086705576,0.0006829538346462917,100.24811278741811,0.0821917808219178
2026-06-01,116.74031672907518,0.000495014664979185,100.24811278741811,0.0821917808219178
2026-06-01,117.4261525910946,0.0003573277726174281,100.24811278741811,0.0821917808219178
2026-06-01,118.11198845311404,0.00025982759858801354,100.24811278741811,0.0821917808219178
2026-06-01,118.79782431513345,0.00020539782537039522,100.24811278741811,0.0821917808219178
2026-06-01,119.48366017715287,0.0001155558475753555,100.24811278741811,0.0821917808219178
2026-06-01,120.16949603917229,8.496028786662656e-05,100.24811278741811,0.0821917808219178
2026-06-01,120.85533190119172,6.212144257384332e-05,100.24811278741811,0.0821917808219178
2026-06-01,121.54116776321115,4.517792423228801e-05,100.24811278741811,0.0821917808219178
2026-06-01,122.22700362523057,3.268650714222082e-05,100.24811278741811,0.0821917808219178
2026-06-02,82.18249779191065,0.001212024667837653,100.30842374875887,0.0821917808219178
2026-06-02,82.88252288194232,0.001453451827090594,100.30842374875887,0.0821917808219178
2026-06-02,83.58254797197398,0.0017440827147494893,100.30842374875887,0.0821917808219178
2026-06-02,84.28257306200564,0.0022238830643867,100.30842374875887,0.0821917808219178
2026-06-02,84.9825981520373,0.0028170436796404524,100.30842374875887,0.0821917808219178
2026-06-02,85.68262324206896,0.0031636706734071815,100.30842374875887,0.0821917808219178
2026-06-02,86.38264833210063,0.00381517103259745,100.30842374875887,0.0821917808219178
2026-06-02,87.08267342213229,0.004603942724463725,100.30842374875887,0.0821917808219178
2026-06-02,87.78269851216395,0.005559070225677626,100.30842374875887,0.0821917808219178
2026-06-02,88.48272360219562,0.006926855343526962,100.30842374875887,0.0821917808219178
2026-06-02,89.18274869222728,0.008945812265985287,100.30842374875887,0.0821917808219178
2026-06-02,89.88277378225894,0.010136517977203486,100.30842374875887,0.0821917808219178
2026-06-02,90.5827988722906,0.012248962528984298,100.30842374875887,0.0821917808219178
2026-06-02,91.28282396232225,0.014780777868591813,100.30842374875887,0.0821917808219178
2026-06-02,91.98284905235393,0.017797375777905047,100.30842374875887,0.0821917808219178
2026-06-02,92.68287414238559,0.02136351670389183,100.30842374875887,0.0821917808219178
2026-06-02,93.38289923241724,0.02553650075976638,100.30842374875887,0.0821917808219178
2026-06-02,94.08292432244892,0.030356106372981195,100.30842374875887,0.0821917808219178
2026-06-02,94.78294941248058,0.035830954986276274,100.30842374875887,0.0821917808219178
2026-06-02,95.48297450251223,0.041921687391538356,100.30842374875887,0.0821917808219178
2026-06-02,96.1829995925439,0.048522544714730394,100.30842374875887,0.0821917808219178
2026-06-02,96.88302468257555,0.05686375783524476,100.30842374875887,0.0821917808219178
2026-06-02,97.58304977260723,0.06320939763451922,100.30842374875887,0.0821917808219178
2026-06-02,98.28307486263888,0.06889985530920334,100.30842374875887,0.0821917808219178
2026-06-02,98.98309995267054,0.07454338402261532,100.30842374875887,0.0821917808219178
2026-06-02,99.68312504270222,0.078950798621356,100.30842374875887,0.0821917808219178
2026-06-02,100.38315013273387,0.08172916470736521,100.30842374875887,0.0821917808219178
2026-06-02,101.08317522276553,0.08258995741667025,100.30842374875887,0.0821917808219178
2026-06-02,101.78320031279719,0.08140007152532724,100.30842374875887,0.0821917808219178
2026-06-02,102.48322540282885,0.07820947271718603,100.30842374875887,0.0821917808219178
2026-06-02,103.18325049286052,0.07324743384564647,100.30842374875887,0.0821917808219178
2026-06-02,103.88327558289218,0.06688780209990851,100.30842374875887,0.0821917808219178
2026-06-02,104.58330067292384,0.060366693241862494,100.30842374875887,0.0821917808219178
2026-06-02,105.28332576295551,0.053041203748017504,100.30842374875887,0.0821917808219178
2026-06-02,105.98335085298717,0.043648352961453994,100.30842374875887,0.0821917808219178
2026-06-02,106.68337594301883,0.036196856932818815,100.30842374875887,0.0821917808219178
2026-06-02,107.38340103305049,0.0294496085241637,100.30842374875887,0.0821917808219178
2026-06-02,108.08342612308215,0.023548829933858328,100.30842374875887,0.0821917808219178
2026-06-02,108.78345121311382,0.018538637604248173,100.30842374875887,0.0821917808219178
2026-06-02,109.48347630314548,0.014390713459698681,100.30842374875887,0.0821917808219178
2026-06-02,110.18350139317714,0.011030318316217124,100.30842374875887,0.0821917808219178
2026-06-02,110.88352648320881,0.00835843508199674,100.30842374875887,0.0821917808219178
2026-06-02,111.58355157324047,0.006268328383423275,100.30842374875887,0.0821917808219178
2026-06-02,112.28357666327213,0.004656543979578606,100.30842374875887,0.0821917808219178
2026-06-02,112.98360175330379,0.0034292807244153418,100.30842374875887,0.0821917808219178
2026-06-02,113.68362684333545,0.002613892474150741,100.30842374875887,0.0821917808219178
2026-06-02,114.38365193336712,0.0018605992752315423,100.30842374875887,0.0821917808219178
2026-06-02,115.08367702339878,0.0012090130808566709,100.30842374875887,0.0821917808219178
2026-06-02,115.78370211343044,0.0008803665728280618,100.30842374875887,0.0821917808219178
2026-06-02,116.48372720346211,0.0006381965153145875,100.30842374875887,0.0821917808219178
2026-06-02,117.18375229349377,0.0004605158553544651,100.30842374875887,0.0821917808219178
2026-06-02,117.88377738352543,0.00033075354711840536,100.30842374875887,0.0821917808219178
2026-06-02,118.58380247355709,0.00023644784569972193,100.30842374875887,0.0821917808219178
2026-06-02,119.28382756358874,0.00019103580413619455,100.30842374875887,0.0821917808219178
2026-06-02,119.98385265362042,0.0001050349983069401,100.30842374875887,0.0821917808219178
2026-06-02,120.68387774365208,7.598567640033685e-05,100.30842374875887,0.0821917808219178
2026-06-02,121.38390283368373,5.526478763019378e-05,100.30842374875887,0.0821917808219178
2026-06-02,122.08392792371541,3.993772353397267e-05,100.30842374875887,0.0821917808219178
2026-06-02,122.78395301374707,2.8685019495906667e-05,100.30842374875887,0.0821917808219178
2026-06-03,82.59920798462015,0.0011244457282922472,100.41421887210585,0.0821917808219178
2026-06-03,83.28556767593805,0.0013518270080603407,100.41421887210585,0.0821917808219178
2026-06-03,83.97192736725594,0.001626796296018797,100.41421887210585,0.0821917808219178
2026-06-03,84.65828705857383,0.0020402878639661855,100.41421887210585,0.0821917808219178
2026-06-03,85.34464674989174,0.002675733373197677,100.41421887210585,0.0821917808219178
2026-06-03,86.03100644120963,0.0029836516990887235,100.41421887210585,0.0821917808219178
2026-06-03,86.71736613252752,0.0036147617656260085,100.41421887210585,0.0821917808219178
2026-06-03,87.40372582384542,0.004384103292223867,100.41421887210585,0.0821917808219178
2026-06-03,88.09008551516331,0.0053224367292647205,100.41421887210585,0.0821917808219178
2026-06-03,88.7764452064812,0.006466931857843285,100.41421887210585,0.0821917808219178
2026-06-03,89.46280489779909,0.008737177057569536,100.41421887210585,0.0821917808219178
2026-06-03,90.14916458911699,0.009959571049759091,100.41421887210585,0.0821917808219178
2026-06-03,90.83552428043488,0.012026656689678608,100.41421887210585,0.0821917808219178
2026-06-03,91.52188397175277,0.014614231067540248,100.41421887210585,0.0821917808219178
2026-06-03,92.20824366307068,0.01772031434104982,100.41421887210585,0.0821917808219178
2026-06-03,92.89460335438856,0.021417610025438634,100.41421887210585,0.0821917808219178
2026-06-03,93.58096304570645,0.025770511228420175,100.41421887210585,0.0821917808219178
2026-06-03,94.26732273702436,0.030823384589845616,100.41421887210585,0.0821917808219178
2026-06-03,94.95368242834225,0.036584766389025865,100.41421887210585,0.0821917808219178
2026-06-03,95.64004211966014,0.043008126430710274,100.41421887210585,0.0821917808219178
2026-06-03,96.32640181097804,0.04997137389248601,100.41421887210585,0.0821917808219178
2026-06-03,97.01276150229593,0.05725925271311909,100.41421887210585,0.0821917808219178
2026-06-03,97.69912119361382,0.06455468991698252,100.41421887210585,0.0821917808219178
2026-06-03,98.38548088493172,0.07273509885308894,100.41421887210585,0.0821917808219178
2026-06-03,99.07184057624961,0.07761693467551385,100.41421887210585,0.0821917808219178
2026-06-03,99.7582002675675,0.08161555308374797,100.41421887210585,0.0821917808219178
2026-06-03,100.4445599588854,0.08430687594166796,100.41421887210585,0.0821917808219178
2026-06-03,101.1309196502033,0.08495802104192943,100.41421887210585,0.0821917808219178
2026-06-03,101.81727934152119,0.08346621863443755,100.41421887210585,0.0821917808219178
2026-06-03,102.50363903283909,0.07992312437816336,100.41421887210585,0.0821917808219178
2026-06-03,103.18999872415698,0.07506469356891966,100.41421887210585,0.0821917808219178
2026-06-03,103.87635841547487,0.0693184457948439,100.41421887210585,0.0821917808219178
2026-06-03,104.56271810679277,0.06020920776400011,100.41421887210585,0.0821917808219178
2026-06-03,105.24907779811066,0.05208208022365513,100.41421887210585,0.0821917808219178
2026-06-03,105.93543748942855,0.044082718042283454,100.41421887210585,0.0821917808219178
2026-06-03,106.62179718074646,0.036573087446605965,100.41421887210585,0.0821917808219178
2026-06-03,107.30815687206434,0.029795052955025665,100.41421887210585,0.0821917808219178
2026-06-03,107.99451656338223,0.02387676060904896,100.41421887210585,0.0821917808219178
2026-06-03,108.68087625470014,0.01885263894393151,100.41421887210585,0.0821917808219178
2026-06-03,109.36723594601803,0.014688974547222825,100.41421887210585,0.0821917808219178
2026-06-03,110.05359563733592,0.011308946994993869,100.41421887210585,0.0821917808219178
2026-06-03,110.73995532865382,0.008613570588102729,100.41421887210585,0.0821917808219178
2026-06-03,111.42631501997171,0.006497219764048572,100.41421887210585,0.0821917808219178
2026-06-03,112.1126747112896,0.004857904519596941,100.41421887210585,0.0821917808219178
2026-06-03,112.7990344026075,0.003603217399040519,100.41421887210585,0.0821917808219178
2026-06-03,113.4853940939254,0.0028522448289069837,100.41421887210585,0.0821917808219178
2026-06-03,114.17175378524328,0.0018753885660115768,100.41421887210585,0.0821917808219178
2026-06-03,114.85811347656119,0.0013168142008490053,100.41421887210585,0.0821917808219178
2026-06-03,115.54447316787906,0.0009664993563948991,100.41421887210585,0.0821917808219178
2026-06-03,116.23083285919697,0.0007065622004603091,100.41421887210585,0.0821917808219178
2026-06-03,116.91719255051487,0.0005144531435849353,100.41421887210585,0.0821917808219178
2026-06-03,117.60355224183274,0.0003730620619613937,100.41421887210585,0.0821917808219178
2026-06-03,118.28991193315065,0.00027273271814221554,100.41421887210585,0.0821917808219178
2026-06-03,118.97627162446855,0.0002162886924750285,100.41421887210585,0.0821917808219178
2026-06-03,119.66263131578643,0.0001225099473204681,100.41421887210585,0.0821917808219178
