0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
1.0,0.3794377534291477,0.270643240118646,4.998200735410803e-70,3.556496329223866e-62,7.181452809222658e-220,5.8692587926207666e-223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3794377534291477,1.0,0.20660557673654242,4.215982993437629e-77,1.191471164387954e-69,1.8817514766290402e-232,2.271311792671475e-235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.270643240118646,0.20660557673654242,1.0,3.7298352115379206e-82,3.4580931436541535e-73,5.801437656739151e-241,2.592562608674451e-244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.998200735410803e-70,4.215982993437629e-77,3.7298352115379206e-82,1.0,0.10659093358821473,6.542320507643082e-43,3.4835623747733493e-44,2.2717200949676968e-143,2.0297095164705306e-217,1.2151637018414584e-241,2.0305212266367672e-214,4.0311516959087034e-113,8.776843429462998e-161,5.005882645403666e-190,6.392113221257108e-214,4.716594465839326e-218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.556496329223866e-62,1.191471164387954e-69,3.4580931436541535e-73,0.10659093358821473,1.0,4.489410469517558e-50,7.018268373119353e-52,8.379658941611589e-159,4.636934606221592e-238,1.0235456903434266e-263,7.072554222672435e-235,7.049130900590508e-128,2.3263398949575098e-178,9.843149519225284e-210,1.2612535088938405e-234,1.9977093684878764e-239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.181452809222658e-220,1.8817514766290402e-232,5.801437656739151e-241,6.542320507643082e-43,4.489410469517558e-50,1.0,0.8374667361143852,2.5096368406299184e-32,6.565330404697482e-74,7.349288916896367e-89,3.910239428666907e-72,5.832232538356516e-21,8.040581793170897e-43,1.6984850020232352e-59,1.4325915167982836e-72,5.0451054556014957e-76,1.1776391693531745e-202,1.1913789768583184e-185,4.975856669772556e-207,5.152931434375566e-201,1.5450657532756855e-189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.8692587926207666e-223,2.271311792671475e-235,2.592562608674451e-244,3.4835623747733493e-44,7.018268373119353e-52,0.8374667361143852,1.0,1.84972184326599e-30,9.992618900891181e-71,2.5503838191789968e-85,5.314573693724424e-69,3.760269656280817e-19,2.266680987789101e-40,1.6801266026222477e-56,2.3337807904269967e-69,1.3061559230088857e-72,7.232446761907504e-198,1.0452913466003448e-180,6.672500329599825e-202,5.239323536891125e-196,8.140727073140317e-185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,2.2717200949676968e-143,8.379658941611589e-159,2.5096368406299184e-32,1.84972184326599e-30,1.0,1.1341628673273982e-09,2.13486008789771e-15,4.58854532570732e-09,0.003847452425259889,0.05618527065169889,9.056742226628545e-06,1.6342481990765387e-09,4.32716393648766e-11,1.67967786606286e-74,1.3455228032259273e-64,2.8662469416766884e-77,1.378030756771715e-73,1.1525464749864826e-66,4.9169530818986244e-304,4.27924984562171e-284,1.842156702766823e-306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.873109808304161e-210,9.033591508149642e-212,1.277691291118537e-244,0.0,0.0,0.0
0.0,0.0,0.0,2.0297095164705306e-217,4.636934606221592e-238,6.565330404697482e-74,9.992618900891181e-71,1.1341628673273982e-09,1.0,0.1932312027070856,0.9222696705280102,5.706640100117158e-18,3.8865157671799744e-05,0.08766629103928249,0.6001260622525026,0.4389567055870472,9.25775086343492e-34,2.775036016530939e-26,9.820119224461644e-35,2.0425145509509994e-32,2.5045667880968454e-28,9.336677002766308e-214,1.223268098272703e-197,5.017021348270766e-217,6.2843497441267815e-301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.213e-320,0.0,2.1323235713359792e-137,4.082828325731104e-139,4.914132430758656e-167,0.0,0.0,2.2646360938209956e-247
0.0,0.0,0.0,1.2151637018414584e-241,1.0235456903434266e-263,7.349288916896367e-89,2.5503838191789968e-85,2.13486008789771e-15,0.1932312027070856,1.0,0.12614805185271957,2.48277227236902e-25,3.2217500892024756e-09,0.000725162858961241,0.10773835368410857,0.18495286927489693,2.0005543139825989e-25,1.12388196871945e-18,5.895248212943477e-26,5.627601031876965e-24,1.1333416338660154e-20,1.754042335987835e-191,1.9697710221294805e-176,6.049535432937897e-195,1.0596103781935948e-274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.548690498036583e-294,0.0,4.32811004116495e-120,9.716274556207264e-122,3.1028699633630644e-148,0.0,0.0,5.870441323245814e-225
0.0,0.0,0.0,2.0305212266367672e-214,7.072554222672435e-235,3.910239428666907e-72,5.314573693724424e-69,4.58854532570732e-09,0.9222696705280102,0.12614805185271957,1.0,5.029717012937144e-17,0.00011828491030176427,0.14730984845543027,0.7727035420748942,0.4686516906818464,6.314274507359095e-35,2.4013729477653887e-27,5.337639791663811e-36,1.439679599369001e-33,2.2376394978192777e-29,6.810007918362596e-217,1.2215477765675953e-200,4.047019320222545e-220,1.6108101311173378e-304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.19149776894175e-140,1.6464891392495508e-141,1.2773824984981017e-169,0.0,0.0,1.849719543066975e-250
0.0,0.0,0.0,4.0311516959087034e-113,7.049130900590508e-128,5.832232538356516e-21,3.760269656280817e-19,0.003847452425259889,5.706640100117158e-18,2.48277227236902e-25,5.029717012937144e-17,1.0,5.699376105471658e-05,5.461519775011839e-11,6.422147130174372e-17,2.013538176445012e-18,3.6458794282968764e-98,3.484042602821917e-85,3.1651020214058385e-100,4.769042866394015e-96,1.0546445827887124e-88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.370400244557997e-250,1.7544431133376468e-252,5.352263919569305e-289,0.0,0.0,0.0
